,Date,Title,Article
129,2018-11-20,Forex - Dollar Rises After Equity Selloff,"© Reuters.
Investing.com - The U.S. dollar rebounded on Tuesday as Wall Street tumbled amid worry over retail earnings results.
The , which measures the greenback’s strength against a basket of six major currencies, rallied 0.37% to 96.42, as of 11:06 AM ET (16:06 GMT),
The fell more than 400 points after the opening bell, .
Retail earnings from Target (NYSE: ) and other companies came in lower than expected, increasing worry over the holiday sales season.
Meanwhile, data on Tuesday showed that the U.S. housing sector . The number of housing starts in the U.S. rose broadly in line with expectations in October, but building permits declined.
The dollar was slightly higher against the safe-heaven Japanese yen, with rising 0.03% to 112.58. In times of uncertainty, investors tend to invest in the Japanese yen, which is considered a safe asset during periods of risk aversion.
Elsewhere, the euro fell as European equities sank over continued political pressure between the European Commission and Rome. slipped 0.42% to 1.1405.
The pound was also down amid Brexit worries, with falling 0.30% to 1.2817. The decreased 0.16% to 0.6827, while was down 0.52% to 0.7255."
130,2018-11-20,Forex - Dollar Slips to Near 2-Week Lows in Subdued Trade,"© Reuters.
Investing.com - The dollar slid lower on Tuesday, to trade at a near two week low against a currency basket as investors remained subdued ahead of the U.S. Thanksgiving holiday later in the week.
The , which measures the greenback’s strength against a basket of six major currencies, edged down 0.13% to 95.94 by 03:33 AM ET (08:33 AM GMT), the lowest level since Nov. 8.
The dollar has been pressured lower by dovish sounding comments late last week from Federal Reserve Vice Chair Richard Clarida and Dallas Fed President Robert Kaplan who raised concerns over a slowdown in global economic growth.
The dollar came under additional pressure on Monday after data showing that fell at the fastest pace in more than four-and-a-half years in November.
The U.S. currency has strengthened broadly this year, hitting 16-month highs earlier this month boosted by three Fed rate hikes and a robust economy.
Overall market sentiment remained cautious after on Monday amid a selloff in tech stocks. Ongoing concerns over the economic impact of the added to risk-off sentiment in markets.
The yield on the U.S. Treasury notes was hovering near seven-week lows at 3.065%.
The dollar dipped to three week lows against the yen, with edging down 0.1% to 112.45.
The euro was a touch higher, with rising 0.14% to 1.1468.
The pound edged up against the dollar, with changing hands at 1.2870, but was little changed against the euro, with at 0.8908."
131,2018-11-19,"Forex - Dollar Stumbles on Weak Housing Data, Sterling Rebound","© Reuters.
Investing.com – The dollar fell against its rivals Monday after soft housing data pointed to a continued slowdown in the U.S. housing market.
The , which measures the greenback against a trade-weighted basket of six major currencies, fell by 0.29% to 96.05.
The National Association of Home Builders/Wells Fargo Housing Market Index fell in November. That was the lowest reading since August 2016, though a reading above 50 is still considered positive.
Confidence fell across present single family sales, future, as well as prospective buyers, with all four geographic regions showed a slowdown, BMO said in a note.
""This only emphasizes the cooling of the US housing market as higher mortgage rates and slowing demand are felt by home builders.""
The weaker housing data arrived as investor expectations for December rate hike has trickled lower over the past week even as New York Fed President John Williams said Monday the Federal Reserve would continue hiking rates a gradual pace.
About 69% of traders expect the Federal Reserve to raise rates in December, down from 76% according to Investing.com's .
The dollar was also pegged back by a rebound in the pound as the no-confidence threat against UK Prime Minister May eased after key members of her cabinet held off submitting a letter of non-confidence in the prime minister to see whether the Brexit deal would get voted down in parliament.
rose 0.14% to $1.2854. after falling to session low of $1.2797.
rose 0.32% to $1.1450, while fell 0.30% to $112.48.
, meanwhile, rose 0.33% to C$1.3193, though gains in the pair were limited by uptick in oil prices supporting the loonie."
132,2018-11-19,Forex- Dollar Dips on Rate Hike Doubts; Sterling Holding Above 1.28,"© Reuters.
Investing.com - The dollar dipped against a currency basket on Monday, adding to Friday’s losses amid uncertainty over the pace of future U.S. interest rate hikes, while the pound was holding above the 1.28 level as Brexit worries rumbled on.
The , which measures the greenback’s strength against a basket of six major currencies, edged down 0.09% to 96.25 by 03:29 AM ET (08:29 AM GMT) after falling 0.48% on Friday. The index had hit a 16-month high of 97.53 on Nov. 12.
The dollar weakened on Friday after dovish comments by , who said he saw some evidence that global growth is slowing.
Clarida also noted that U.S. interest rates are nearing a neutral rate, and being at neutral ""makes sense.""
Separately, Dallas Fed head Robert Kaplan said Friday he is seeing a growth slowdown in Europe and China.
The comments were seen as an indication that the Fed may pause its rates hikes sooner than had been anticipated.
The dollar was little changed against the yen, with at 112.82 after falling to two-week lows of 112.61 overnight.
Overall market sentiment remained cautious in the wake of at the Apec summit over the weekend.
The euro was trading near-one-and-a-half week highs against the dollar, with changing hands at 1.1420.
The pound was holding above the 1.28 level against the dollar, with rising 0.3% to 1.2872 after selling off last week amid turmoil over British Prime Minister Theresa May's draft Brexit deal.
Sterling found some support following reports that the European Union’s chief negotiator proposed extending the Brexit transition period for another two years to give the UK and EU more time to complete a trade deal.
May is after several government ministers, including her Brexit secretary, resigned last week while other government ministers are .
The pound was higher against the euro, with slipping 0.29% to 0.8874."
133,2018-11-18,"Dollar pauses as Fed officials caution about global growth, yen firms","© Reuters. Light is cast on U.S. one-hundred dollar bill next to Japanese 10,000 yen note
By Vatsal Srivastava
SINGAPORE (Reuters) - The dollar eased slightly versus other major currencies on Monday after Federal Reserve officials expressed caution over the global growth outlook, prompting traders to reassess the pace of future U.S. interest rate increases.
The greenback has enjoyed a strong run this year thanks to the Fed's steady policy tightening on the back of a robust economy and rising wage pressures. A fourth rate hike for this year is expected next month and policy makers had indicated two more by June 2019.
But comments on Friday by Richard Clarida, the Fed's newly appointed vice chair, put to the test market expectations for a steady pace of tightening. Clarida cautioned about a slowdown in global growth, saying ""that's something that is going to be relevant"" for the outlook for the U.S. economy.
Federal Reserve Bank of Dallas President Robert Kaplan, in a separate interview with Fox Business, also said he is seeing a growth slowdown in Europe and China.
The comments may hint that the Fed is set to slow down its pace of monetary tightening and led some traders to question whether the dollar's rally was nearing its end, with the benchmark U.S. 10 year treasury yields ( ) pulling back slightly.
New York Fed President John Williams (NYSE: ) will speak later on Monday and traders would be waiting to see if he echoes the same theme as his colleagues.
""The market has definitely interpreted these statements as dovish. However, the Fed has always remained data dependent and to that extent, this should not come as a surprise,"" said Michael McCarthy, chief markets strategist at CMC Markets.
The ( ), a gauge of its value versus six major peers, traded marginally weaker at 96.45, adding to a decline of 0.5 percent on Friday. The dollar index had hit a 16-month high of 97.69 on Nov. 12.
The yen was fetching 112.68 on the dollar, up slightly on the day. The dollar lost 0.9 percent versus the yen last week as traders rushed into the safe-haven Japanese currency on concerns over U.S.-Sino trade tensions and political risks in Europe around Brexit and the Italian budget.
The euro ( ) dipped 0.1 percent in Asian trade, changing hands at $1.1403, having advanced over the last four trading sessions despite weaker economic fundamentals.
The single currency has gained 2.7 percent versus the pound ( ) since Nov. 13 as uncertainty over a smooth Brexit deal remains at the forefront.
""Euro has traded almost exclusively on anti-dollar flows and risk appetite and we expect the same this week as the currency looks past any weakness in Germany's PPI report or eurozone PMIs,"" said Kathy Lien, managing director of currency strategy at BK Asset Management.
The British pound wobbled at $1.2832, having come under heavy selling last week amid turmoil over British Prime Minister Theresa May's draft Brexit plan.
The currency is expected to remain under pressure until the market gets more clarity on the progress of the Brexit deal, CMC Markets' McCarthy said.
In the days since May unveiled a draft EU divorce deal, May's premiership has been thrust into crisis. Several ministers, including her Brexit minister, have resigned and some of her lawmakers are seeking to oust her.
With both pro-EU and pro-Brexit lawmakers unhappy with the draft agreement, it is not clear she will be able to win the backing of parliament for it, raising the risk Britain leaves the EU without a deal.
The Australian dollar traded down 0.2 percent at $0.7317 as U.S.-Sino trade tensions showed no signs of abating.
China is Australia's largest trade partner and any negative sentiment affecting the world's second biggest economy tends to undermine the ."
134,2018-11-18,Forex - Weekly Outlook: November 19 - 23,"© Reuters.
Investing.com - This week trade tensions and Brexit developments will remain in focus as U.S. markets wind down for the Thanksgiving holiday.
Currency traders will be watching for signs that the U.S. and China are seeking to de-escalate their trade dispute after President Donald Trump said he on Chinese imports if China comes up with terms that he and Beijing could agree on.
Market watchers will also be watching for signs of strength in the U.S. economy as they await spending figures over the Black Friday shopping weekend.
In the UK, to keep her draft Brexit deal on track amid a leadership challenge from within her own party.
The dollar fell against a basket of the other major currencies on Friday after dovish comments by Federal Reserve Vice Chair Richard Clarida, who said he saw some evidence that .
Clarida also noted that U.S. interest rates are nearing Fed estimates of a neutral rate, and being at neutral ""makes sense.""
The comments were seen as an indication that the Fed may pause its interest rates hikes sooner than had been anticipated.
The , which measures the greenback’s strength against a basket of six major currencies, was down 0.5% to 96.31 in late trade, to end the week down 0.43%.
Against the yen, the dollar fell to two-week lows, with off 0.73% at 112.83 late Friday.
The euro gained ground against the dollar, with advancing 0.76% to 1.1413.
The euro received an additional boost from hopes that Italy’s Prime Minister Giuseppe Conte is willing to work with the European Union over the country’s 2019 budget, which has been rejected by Brussels.
The dollar was also weaker against the pound, giving back some of Thursday’s gains. was up 0.48% to 1.2834 at the close of trade after tumbling 1.69% on Thursday when a string of British cabinet ministers resigned in protest over the terms of Teresa May’s draft Brexit deal.
Sterling remained weaker against the firmer euro, with up 0.35% to 0.8901 in late trade.
, Investing.com has compiled a list of significant events likely to affect the markets.
Monday, November 19
Japan is to release data on trade.
Federal Reserve Bank of New York President John Williams is to speak at an event in New York.
Tuesday, November 20
The Bank of Japan is to publish the minutes of its latest policy setting meeting.
Bank of England Governor Mark Carney and several policymakers are to testify on inflation and the economic outlook before Parliament's Treasury Committee.
The U.S. is to release data on building permits and housing starts.
Wednesday, November 21
The UK is to release data on public sector borrowing.
The U.S. is to publish reports on initial jobless claims and durable goods orders as well as revised figures on consumer sentiment.
Thursday, November 22
Financial markets in the U.S. will be closed for the Thanksgiving holiday.
The European Central Bank is to publish the minutes of its latest policy setting meeting.
Friday, November 23
Markets in Japan will remain closed for a holiday.
The euro zone is to release data on private sector business activity.
Canada is to round up the week with figures on retail sales and inflation.
Trading in U.S. financial markets will end early after Thursday’s holiday."
135,2018-11-16,"Forex - Dollar Hurt by Cautious Clarida Remarks, Sterling Rebound","© Reuters.
Investing.com - The dollar swooped lower against its rivals Friday, and looked set to snap a four-week winning streak, after Federal Reserve Vice Chairman Richard Clarida flagged concerns about global growth and delivered somewhat dovish remarks on monetary policy.
The , which measures the greenback against a trade-weighted basket of six major currencies, rose by 0.46% to 96.35.
Clarida told CNBC on Friday the Fed is getting closer to a neutral rate -- one that neither overstimulates the economy, nor stifles growth -- and cited ""some evidence"" that global economy is slowing.
Clarida's remarks was viewed as dovish, sending the dollar tumbling, leading some to speculate whether the Fed would pause its gradual rate hikes sooner than expected, despite analysts downplaying the remarks.
RBC said that the market reactions to interpretations of the Fed ""seem completely backwards,"" as there was ""nothing in the economic data has shifted the Fed’s growth and inflation outlook.""
Economic data offered little in the way of support for the greenback, as industrial production fell short of economists' estimates.
Industrial production, a measure of output at factories, mines and utilities, rose a 0.1% in October, the Federal Reserve said Friday. This was slightly below the forecast by economists.
A rebound in the pound following its worst slump of the year Thursday also kept a lid on the greenback, as traders were relieved that no additional ministers had resigned from UK Prime Minister Theresa May's government as she prepares to sell her deal to parliament and could face another leadership challenge.
rose 0.45% to $1.2832, rose 0.72% to $1.1410.
traded fell 0.74% to Y112.81 and fell 0.14% to C$$1.3160. The loonie was underpinned by strong oil prices, which rebounded for a third-straight day Friday."
136,2018-11-16,HSBC's Bloom Doubles Down on Dollar as Morgan Stanley Calls Peak,"© Bloomberg. David Bloom Photographer: Christopher Goodney/Bloomberg
(Bloomberg) -- One of the world’s biggest dollar bulls is sticking to his guns as the U.S. economy powers ahead and dangles some of the highest interest rates versus Europe in history.
Wall Street’s “America First” playbook in 2019 will pack more punch, boosting the along the way, according to David Bloom at HSBC.
“The market is perpetually looking for a U.S. slowdown, and it’s just not happening,” Bloom said in an interview in Madrid. “Why wouldn’t you buy the dollar? Even if the world goes risk-off, and the Fed has to cut rates, the dollar -- and the yen -- will win.”
Wall Street banks are divided on the direction of the dollar for 2019 after its surprising strength this year upended investment strategies across the globe. Morgan Stanley’s Global Head of FX Strategy Hans Redeker said the dollar has peaked, pointing to investment flows and what he sees as a slowing economy. Goldman Sachs. also says it will be tough for the greenback to gain. At HSBC, however, the chief currency strategist is seeing vindication for his bullish stance held since April, after the dollar advanced more than 6 percent against the euro.
Bloom reckons the will strengthen to $1.10 per euro by the end of next year -- a 3 percent upside from current levels for the world’s most-traded pair. That’s a weaker euro forecast than any of the 19 estimates tracked by Bloomberg. Bloom is also more dollar-bullish than consensus across a slew of FX pairs, including the South African rand.
Investors are set to gobble up U.S. assets anchored by a robust business cycle that’s sustaining rate hikes, while haven demand may fuel the greenback should traders turn skittish, he said.
Rooting for Euro
Data this week underscore the uphill battle for traders rooting for a rebound in the euro. German output contracted in the third quarter while investors surveyed by ZEW showed little optimism about the prospect of a pick-up -- spurring to 2018 lows.
“It is this theme of ‘divergence’ between the U.S. and everywhere else -- now evident since the first quarter of 2018 and reinforced in the recent data -- that has driven our strong, steady view for the dollar,” Thierry Wizman and Gareth Berry, strategists at Macquarie Group Ltd., wrote in a note this week.
Meanwhile, inflation-adjusted U.S. rates over Europe are at some of the highest levels in history, with nominal yields outpacing other Group of 10 nations. All that has helped the dollar rise 4 percent against 10 of its peers in 2018.
The has given the Swiss franc a run for its money this year, benefiting from haven demand during risk-off market trading -- a trend that could intensify in 2019, according to the HSBC strategist.
Third Scenario
Only in a third scenario, where the Fed calls off further hikes, does Bloom see the dollar weakening. “You’ve got a dice with three sides, and only one side loses,” he said.
While arch-dollar bears at Morgan Stanley say weaker equity and credit prices give reason to pare U.S. currency exposures, optimism in the derivatives market has swelled over the past week.
Traders in three-month options have increased their dollar bets versus a basket of six major currencies, risk reversals show. The premium for calls over puts has pulled to within 10 basis points of the 2018 closing high seen mid-August, according to data compiled by Bloomberg.
“No one is more bullish,” Bloom concluded."
137,2018-11-16,Forex - Dollar Falls as Fed’s Clarida Says Interest Rates Near Neutral,"© Reuters.
Investing.com - The dollar fell on Friday after Richard Clarida, vice chairman of the Federal Reserve, said that interest rates were near neutral, but indicated that a December rate hike is still possible.
The , which measures the greenback’s strength against a basket of six major currencies, fell 0.46% to 96.35, as of 10:17 AM ET (15:17 GMT),
Clarida told CNBC on Friday that the Fed hasn’t raised rates too far or fast but that it’s too early to know if they should increase rates too far to hold back growth.
The 2.5% to 3.5% range is considered a neutral level that doesn’t stimulate or hinder the economy, he said.
""I think certainly where the economy is today, and the Fed's projection of where it's going, that being at neutral would make sense,” Clarida said.
The Fed is expected to increase rates in December and comments from Fed Chairman Jerome Powell have increased expectations that the central bank will gradually increase rates in 2019.
Meanwhile, in a separate interview, Fed Bank of Dallas President Robert Kaplan said slowing growth in Europe and China could affect the U.S. economy.
The dollar was lower against the safe-heaven Japanese yen, with falling 0.76% to 112.78 In times of uncertainty, investors tend to invest in the Japanese yen, which is considered a safe asset during periods of risk aversion.
Elsewhere, rallied 0.63% to 1.2852 despite growing uncertainty on whether Prime Minister Theresa May would be able to pass a Brexit deal in parliament as she faces a potential leadership challenge.
rose 0.64% to 1.1399. The increased 0.31% to 0.6849, while increased 0.44% to 0.7309."
138,2018-11-16,Forex - Pound Rises Despite Brexit Woes; Dollar Inches Up,"© Reuters.
Investing.com - Sterling rallied on Friday, despite concerns over Brexit and the resignation of key officials in Prime Minister Theresa May’s government.
rose 0.34% to 1.2818 as of 5:37 AM ET (10:37 GMT), after slumping to 1.2739 on Thursday after Brexit minister Dominic Raab resigned.
Raab said he could not support the prime minister’s support terms of the the draft.
Meanwhile at least 16 members of the Conservative Party have called for a vote of no confidence in May, increasing the chance of the country leaving the European Union in March without a deal.
Without a deal, the UK would move to customs arrangement set by the World Trade Organization for external states.
The , which measures the greenback’s strength against a basket of six major currencies, rose 0.09% to 96.88, as trade war uncertainty lingered.
A White House official told Reuters on Thursday that China’s written response to U.S. demands for trade reform are unlikely to lead to a deal in talks between U.S. President Donald Trump and Chinese President Xi Jinping at the G20 summit later this month.
Tariffs on $200 billion of Chinese goods is set to increase to 25% from 10% on Jan. 1
The dollar was lower against the safe-heaven Japanese yen, with falling 0.30% to 113.30. In times of uncertainty, investors tend to invest in the Japanese yen, which is considered a safe asset during periods of risk aversion.
Elsewhere, inched down 0.01% to 1.1326. The fell 0.37% to 0.6803, while decreased 0.30% to 0.7254."
139,2018-11-15,Sterling gripped by Brexit crisis; yen enjoys safety bid,"© Reuters. FILE PHOTO: British five pound banknotes are seen in this picture illustration
By Vatsal Srivastava
SINGAPORE (Reuters) - The British pound struggled to stay afloat in Asian trade on Friday having suffered a tumultuous slide overnight, as investors feared political turmoil in the country could see it crash out of the European Union without a divorce deal.
Both the dollar and the yen benefited from a deepening crisis for UK Prime Minister Theresa May after the resignation of key ministers from her government imperiled her Brexit plan.
That left the sterling vulnerable to further losses. It was changing hands at $1.2792, barely holding steady after declining 1.7 percent on Thursday, its steepest percentage slide since Oct. 11 2016.
""Political troubles are never good for the currency but in the case of the UK, the pound could drop to 1.25 versus the dollar on the prospect of a no deal Brexit, leadership challenge and slower growth,"" Kathy Lien, managing director of currency strategy at BK Asset Management said in a note.
The resignations, including that of Brexit minister Dominic Raab, came hours after May had claimed backing for a draft divorce deal. The hostility from government and opposition lawmakers raised the risk that the deal would be rejected in parliament, and that Britain could leave the EU on March 29 without a safety net..
May's compromise plan, which seeks to maintain close trade ties with the EU in the future, is facing opposition from Brexiteers, pro-Europeans, the Northern Irish party that props up her government, and even some of her own ministers, thus raising the risks of her losing her job, of Britain leaving the bloc with no agreement or even another referendum.
Without a deal, the UK would move in March from seamless trade with the EU to customs arrangements set by the World Trade Organization for external states, which could cause panic in financial markets.
However, some analysts believe sterling bulls have a reason not to throw in their towel yet, noting there is a chance of another referendum with the choice between a hard Brexit and remaining in the EU.
A snap Sky News poll yesterday showed 55 percent in favor of another referendum, while 54 percent supported no Brexit, 32 percent a hard Brexit and only 14 percent May's deal.
“A second referendum would likely result in clear vote to remain, a strongly positive outcome for GBP. With that in mind we think the upside tail has fattened more than the downside,” said Adam Cole, chief currency strategist at RBC in a note.
The euro ( ) tacked on 0.05 percent to trade at $1.1338. Investors were hopeful after reports out of Italy said that Italian Prime Minister Giuseppe Conte was looking to work with the EU over his government's 2019 budget, which has been rejected by Brussels.
The single currency has gained over the last three trading sessions, but was up only 0.1 percent versus the dollar month to date, underscoring the strains from weakening economic momentum in Europe, Italian budget woes and the Brexit uncertainty.
The ( ), a gauge of its value versus six major peers, was up 0.05 percent at 96.97, not far off a 16-month high of 97.69 hit at the start of the week.
Currency markets were also keeping an eye on the U.S.-Sino trade tensions as traders looked for concrete signs the economic powers were seeking to de-escalate their dispute.
A Financial Times report said U.S. Trade Representative Robert Lighthizer has told some industry executives that another round of U.S. tariffs on Chinese imports has been put on hold. But a U.S. Trade Representative spokesperson later denied this report.
""This is a clear sign of the tussle taking place between the doves and hawks in the trade camp..we will be hearing more of this till the upcoming G-20 meet,"" said Sim Moh Siong, currency strategist at Bank of Singapore.
Most analysts forecast the dollar to remain well supported in coming months thanks to the Federal Reserve's commitment to continue to gradually raise interest rates. A fourth hike for this year is expected next month, backed by a robust economy and rising wage pressures.
The safe-haven yen was well bid in Asian trade, changing hands at 113.34, as the Brexit turmoil drew investors toward the Japanese currency. The yen had hit a six-week low of 114.20 on Monday before reversing course."
140,2018-11-15,"Forex - Dollar on Track for Weekly Gain on Upbeat U.S. Data, Sterling Slump","© Reuters.
Investing.com – The dollar rose against its rivals Thursday as mostly bullish economic data reaffirmed investor expectations that the U.S. economy remains on solid footing, while a slump in the pound also lifted sentiment.
The , which measures the greenback against a trade-weighted basket of six major currencies, rose by 0.26% to 96.91.
A deluge of economic data including retail sales that topped economist estimates paved the way for the greenback to add to gains, keeping it on track to record a fifth-straight weekly gain.
The Commerce Department said on Thursday that core retail sales rose , above economists’ forecast for a 0.5% rise, signaling ongoing strength in consumer spending.
The U.S. Department of Labor, meanwhile, reported Thursday that rose by 2,000 to a seasonally adjusted 216,000 for the week ended Nov. 10, in line with economists’ forecasts.
Manufacturing data was mixed, however, as the Philadelphia Fed said Thursday its fell to a reading of 12.9 in November, from 21.1 last month. While the rose 2.3 points in November to a reading of 23.3, the New York Federal Reserve said.
Sterling's biggest slump of the year so far, underpinned the greenback, following fresh concerns over the progress of the Brexit deal after a slew of ministers resigned from UK Prime Minister Theresa May's government, citing opposition to the deal.
In the midst of the resignations, the Prime Minister struck defiant tone, vowing to fight for her draft Brexit deal.
fell 1.79% to $1.2758, while rose 0.16% to $1.1329.
rose 0.01% to Y113.64 as safe-haven demand weakened the yen following a rebound on Wall Street.
, meanwhile, fell 0.483% to C$1.3177 as oil prices continued to rebound supported the oil-price-sensitive loonie."
141,2018-11-15,Forex - U.S. Dollar Rises After Jobless Claims Data,"© Reuters.
Investing.com - The U.S. dollar was higher on Thursday as jobless claims data remained in line with a strong economy, supporting a Federal Reserve rate increase.
The , which measures the greenback’s strength against a basket of six major currencies, rose 0.32% to 96.97 as of 10:40 AM ET (15:40 GMT).
The number of people who filed for unemployment assistance in the U.S. rose by 2,000 to a seasonally adjusted 216,000 from the previous week’s total of 214,000. The numbers give support to the Federal Reserve gradually increasing interest rates.
Investors are also looking ahead to comments from Federal Reserve Chair Jerome Powell in Houston, Texas at 11:30 AM ET (16:30 GMT). On Wednesday, Powell said the U.S. economy was strong and indicated that the central bank will continue to raise rates in 2019, albeit at a gradual pace.
The dollar was lower against the Japanese yen, with falling 0.42% to 113.16. The Canadian dollar was higher, with slipping 0.16% to 1.3220.
Meanwhile, sterling slumped after UK Brexit Minister Dominic Raab resigned, adding pressure on Prime Minister Theresa May's proposed Brexit deal. slumped 1.62% to 1.2781, not far from a session low of 1.2768.
Elsewhere, inched up 0.04% to 1.1314. The rose 0.34% to 0.6820, while increased 0.57% to 0.7271."
142,2018-11-15,"Forex - Dollar Holds Steady, Pound Dips Amid Brexit Uncertainty","© Reuters.
Investing.com - The dollar held steady against a currency basket on Thursday, while the British pound dipped amid uncertainty over whether Prime Minister Theresa May's draft Brexit plan will win parliamentary approval.
The , which measures the greenback’s strength against a basket of six major currencies, was little changed at 96.70 by 3:40AM ET (0840GMT).
Fed Chair Jerome Powell on Wednesday in the U.S. economy and said that markets will have to get used to the idea that the central bank could raise rates at any time starting in 2019.
Elsewhere, the pound was on the backfoot, with changing hands at 1.2965, pulling back from a high of 1.3071 on Wednesday.
Sterling had strengthened after May said she had obtained enough support from senior members of her Cabinet for a draft Brexit deal to move forward.
But the pound slipped lower over whether the draft withdrawal agreement will get parliamentary approval. It is unclear when that vote might happen.
The euro was a shade higher against the pound, with at 0.8750, well above the five-month lows of 0.8655 reached on Tuesday.
Meanwhile, the single currency gained against the dollar, with at 1.1342, not far from an overnight high of 1.1351.
The single currency's gains were capped by concern over how European Union officials would react to Italy's .
Brussels, worried by the impact of high spending on Italy's high levels of debt, had told Rome to revise the budget or face possible fines.
The dollar was a touch lower against the yen, with at 113.47.
Signs that the U.S. and China may be taking steps to helped lift sentiment.
Looking ahead, U.S. for October will be released at 8:30AM ET (1330GMT)."
143,2018-11-14,Forex - Dollar Down as Sterling Rises After May Secures Cabinet Support,"© Reuters.
Investing.com – The dollar continued to give up gains against its rivals Wednesday following subdued inflation data and a rise in sterling after UK Prime Minister Theresa May secured support from her Cabinet for a draft Brexit deal.
rose 0.18% to $1.3005 after May said that her Cabinet had backed her Brexit plan, adding it was in the national interest but that there would be difficult days ahead.
“The collective decision of cabinet was that the government should agree the draft withdrawal agreement and the outline political declaration,” May said outside her Downing Street residence after a five-hour cabinet meeting.
“I firmly believe with my head and my heart that this is a decision in the best interests of the entire United Kingdom.”
The rise in sterling added to downside momentum in the greenback, which had come under pressure in the wake of a subdued inflation report.
The , which measures the greenback against a trade-weighted basket of six major currencies, fell by 0.41% to 96.75.
The Labor Department said Wednesday its rose 0.2% last month, in line with economists' estimates, but for the 12 months through October consumer prices rose 2.1%, lower than forecasts.
The subdued inflation report, however, did little to puncture optimism for further rate hikes, with analysts touting further room for prices to increase in the year ahead.
""While businesses are beginning to see a break on some commodity prices, tariffs and a tight labor market are pushing other costs higher,"" Wells Fargo said. ""We expect core inflation to trend up in the year ahead, spurred by more businesses willing to raise prices.""
rose 0.18% to $1.1310 after Italy re-submitted its draft budget for 2019 to the European Commission, but left its growth and deficit forecasts unchanged, raising the risk of backlash from lawmakers in Brussels.
traded rose 0.36% to Y113.42 as lingering concerns about slowing Chinese economic growth weighed on risk sentiment, supporting demand for the safe-haven yen.
, meanwhile, rose 0.04% to C$1.3245 as gains in the pair were limited after oil prices firmed, boosting the oil-price-sensitive loonie.
-- Reuters contributed to this report"
144,2018-11-14,Forex - U.S. Dollar Pares Back Gains After Inflation Data,"© Reuters.
Investing.com - The dollar pared back earlier gains on Wednesday after inflation data supported the Federal Reserve increasing rates at a gradual pace.
The , which measures the greenback’s strength against a basket of six major currencies, fell 0.27% to 96.88 as of 11:15 AM ET (16:15 GMT).
Data on Wednesday showed that the annual core consumer price index (CPI) rose , which was less than expected.
Core prices are viewed by the Federal Reserve as a better gauge of longer-term inflationary pressure because they exclude the volatile food and energy categories. The central bank usually tries to aim for 2% core inflation or less.
The dollar was flat against the Japanese yen, with at 113.81. The Canadian dollar was higher, with falling 0.03% to 1.3235.
Sterling increased on news that the European Union and the UK have reached a draft agreement on Brexit. A statement from British Prime Minister Theresa May is expected at 12:00 PM ET (17:00 GMT).
rallied 0.25% to 1.3011
Meanwhile, the euro edged higher, but was held back by a row between Brussels and Rome over Italy’s budget. The European Commision rejected Italy’s 2019 budget because it breaches EU fiscal rules, but Italy has stuck to its target in a re-submitted draft budget.
increased 0.19% to 1.1310.
Elsewhere, the rose 0.37% to 0.6789, while inched down 0.03% to 0.7215."
